CustomerID,Description,Merchant,Frequency,Occurrences,First_Date,Last_Date,Avg_Amount,Std_Amount,Median_Gap_Days,Failed_Count
CUST100009,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,74,2023-01-24,2024-06-25,49.17,1.19,7.0,6
CUST100010,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-04,2024-06-04,301.3,6.34,31.0,0
CUST100010,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-10,2024-06-10,4002.49,96.99,31.0,0
CUST100010,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-06,2024-06-06,900.46,21.15,31.0,0
CUST100010,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-02,2024-06-02,499.79,12.78,31.0,2
CUST100011,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-13,2024-06-13,74.61,1.65,31.0,0
CUST100011,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-15,2024-06-15,98.46,2.62,31.0,1
CUST100012,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,17,2023-01-26,2024-06-26,299.8,8.21,31.0,0
CUST100012,DROPBOX PLUS PLAN,Dropbox,Monthly,17,2023-01-03,2024-06-03,901.65,15.92,31.0,4
CUST100012,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-15,2024-06-15,98.48,1.65,31.0,0
CUST100013,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-09,2024-06-09,853.75,20.18,31.0,3
CUST100013,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-26,2024-06-27,249.43,5.81,7.0,4
CUST100013,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,17,2023-01-19,2024-06-19,498.2,11.86,31.0,1
CUST100014,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-16,2024-06-16,296.3,7.29,31.0,1
CUST100014,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-25,2024-06-25,74.81,1.84,31.0,0
CUST100014,COURSERA PLUS MONTHLY,Coursera,Monthly,15,2023-02-07,2024-06-07,3985.51,104.87,31.0,3
CUST100014,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-22,2024-06-22,189.48,3.92,31.0,1
CUST100015,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-02,2024-06-02,299.64,6.97,31.0,1
CUST100015,GOOGLE ONE STORAGE PLAN,Google,Monthly,17,2023-01-10,2024-06-10,129.55,3.13,31.0,0
CUST100015,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-08,2024-06-08,651.18,12.92,31.0,5
CUST100015,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,17,2023-01-16,2024-06-16,119.24,2.24,31.0,0
CUST100016,COURSERA PLUS MONTHLY,Coursera,Monthly,17,2023-01-16,2024-06-16,3956.29,86.62,31.0,0
CUST100016,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-24,2024-06-24,1300.3,29.78,31.0,0
CUST100017,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-19,2024-06-19,130.91,2.6,31.0,3
CUST100017,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-16,2024-06-16,651.79,16.87,31.0,0
CUST100017,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-23,2024-06-24,49.1,1.06,7.0,6
CUST100017,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-15,2024-06-15,119.35,2.99,31.0,2
CUST100018,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-13,2024-06-13,127.93,2.55,31.0,2
CUST100018,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-05,2024-06-05,119.4,2.24,31.0,2
CUST100019,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-06,2024-06-06,994.88,19.57,31.0,0
CUST100019,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-02,2024-06-02,2660.39,48.94,31.0,3
CUST100019,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-14,2024-06-14,178.34,4.39,31.0,0
CUST100019,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-07,2024-06-07,99.03,2.3,31.0,2
CUST100020,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-15,2024-06-15,1683.39,35.64,31.0,1
CUST100020,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,17,2023-01-08,2024-06-08,1002.55,26.57,31.0,2
CUST100020,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-14,2024-06-14,118.39,2.4,31.0,2
CUST100021,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-24,2024-06-24,898.04,21.56,31.0,3
CUST100021,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-27,2024-06-27,858.42,20.14,31.0,1
CUST100021,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-19,2024-06-19,179.63,4.62,31.0,0
CUST100022,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-22,2024-06-22,74.79,1.99,31.0,2
CUST100022,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-22,2024-06-22,847.69,19.72,31.0,2
CUST100022,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,79,2023-01-01,2024-06-30,248.63,5.68,7.0,5
CUST100022,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-22,2024-06-22,1492.48,32.59,31.0,0
CUST100023,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-01,2024-06-01,299.32,6.73,31.0,5
CUST100023,DROPBOX PLUS PLAN,Dropbox,Monthly,17,2023-01-20,2024-06-20,894.7,21.18,31.0,0
CUST100023,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-26,2024-06-27,249.83,6.18,7.0,8
CUST100024,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-09,2024-06-09,856.65,17.51,31.0,0
CUST100024,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,17,2023-01-20,2024-06-20,999.5,21.8,31.0,0
CUST100025,ADOBE CREATIVE CLOUD,Adobe,Monthly,17,2023-01-04,2024-06-04,1670.89,32.46,31.0,1
CUST100025,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-14,2024-06-14,898.87,21.81,31.0,0
CUST100025,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-25,2024-06-25,1002.37,26.24,31.0,3
CUST100025,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-06,2024-06-06,98.75,2.31,31.0,1
CUST100026,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,78,2023-01-04,2024-06-26,48.98,1.13,7.0,4
CUST100026,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-05,2024-06-05,177.75,3.78,31.0,2
CUST100026,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-12,2024-06-12,190.64,4.25,31.0,0
CUST100027,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-02,2024-06-02,1663.84,33.2,31.0,0
CUST100027,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-19,2024-06-19,897.6,17.5,31.0,2
CUST100028,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-26,2024-06-26,499.1,10.84,31.0,2
CUST100028,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-07,2024-06-07,119.48,2.54,31.0,1
CUST100028,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-23,2024-06-23,179.33,4.36,31.0,2
CUST100028,ZEE5 PREMIUM PLAN,Zee5,Monthly,17,2023-01-27,2024-06-27,98.83,2.1,31.0,0
CUST100029,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-24,2024-06-24,4032.6,73.89,31.0,2
CUST100029,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-27,2024-06-27,1003.18,17.92,31.0,1
CUST100029,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-02,2024-06-02,496.32,12.88,31.0,2
CUST100030,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-18,2024-06-18,1493.29,40.11,31.0,0
CUST100031,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-21,2024-06-21,4013.68,86.46,31.0,0
CUST100031,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,17,2023-01-11,2024-06-11,1502.02,36.66,31.0,2
CUST100031,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-22,2024-06-22,2636.67,51.39,31.0,3
CUST100032,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-25,2024-06-25,1684.85,39.53,31.0,1
CUST100032,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-19,2024-06-19,497.28,11.83,31.0,1
CUST100032,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-19,2024-06-19,179.18,4.92,31.0,2
CUST100033,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-12,2024-06-12,130.81,2.98,31.0,0
CUST100033,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-09,2024-06-09,501.33,9.36,31.0,0
CUST100033,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,76,2023-01-16,2024-06-24,48.93,1.08,7.0,8
CUST100034,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-02,2024-06-02,851.54,20.65,31.0,0
CUST100034,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,74,2023-01-28,2024-06-29,249.58,5.69,7.0,4
CUST100034,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,17,2023-01-08,2024-06-08,118.47,3.35,31.0,1
CUST100034,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-03,2024-06-03,178.22,4.13,31.0,2
CUST100035,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-10,2024-06-10,1664.52,41.16,31.0,1
CUST100035,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-19,2024-06-19,2631.13,61.09,31.0,2
CUST100035,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,17,2023-01-03,2024-06-03,654.03,13.28,31.0,1
CUST100035,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-04,2024-06-04,1297.13,28.51,31.0,2
CUST100036,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-22,2024-06-22,298.35,6.83,31.0,0
CUST100036,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-26,2024-06-26,178.5,3.3,31.0,3
CUST100036,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,17,2023-01-27,2024-06-27,190.55,4.73,31.0,3
CUST100037,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-16,2024-06-16,3972.12,107.77,31.0,0
CUST100037,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-26,2024-06-27,249.05,5.56,7.0,4
CUST100037,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-12,2024-06-12,643.66,16.46,31.0,1
CUST100038,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-02,2024-06-02,296.6,7.46,31.0,2
CUST100038,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-24,2024-06-25,250.22,5.35,7.0,9
CUST100038,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-01,2024-06-01,651.52,16.86,31.0,1
CUST100038,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,73,2023-01-18,2024-06-26,49.13,1.04,7.0,4
CUST100039,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-12,2024-06-12,298.16,6.39,31.0,0
CUST100039,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-24,2024-06-24,4008.53,89.61,31.0,2
CUST100039,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-24,2024-06-25,48.92,1.19,7.0,6
CUST100039,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-26,2024-06-26,117.81,3.07,31.0,1
CUST100040,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-24,2024-06-24,75.13,1.62,31.0,2
CUST100040,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-11,2024-06-11,3992.11,92.62,31.0,1
CUST100040,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-23,2024-06-23,119.56,2.47,31.0,2
CUST100040,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-21,2024-06-21,98.92,2.29,31.0,0
CUST100041,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-28,2024-06-28,1671.37,41.22,31.0,3
CUST100041,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-11,2024-06-11,296.06,6.67,31.0,1
CUST100041,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-25,2024-06-25,846.68,19.93,31.0,2
CUST100041,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-01,2024-06-01,130.32,2.83,31.0,2
CUST100042,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-18,2024-06-18,3966.6,100.88,31.0,2
CUST100043,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-26,2024-06-26,178.16,3.8,31.0,0
CUST100044,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-07,2024-06-07,298.82,7.27,31.0,1
CUST100044,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-17,2024-06-17,1492.87,40.42,31.0,0
CUST100044,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-27,2024-06-27,98.87,2.47,31.0,0
CUST100045,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-22,2024-06-22,130.28,3.22,31.0,3
CUST100045,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-25,2024-06-26,48.91,1.08,7.0,6
CUST100045,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-24,2024-06-24,1301.75,28.26,31.0,2
CUST100046,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-25,2024-06-25,299.51,7.19,31.0,0
CUST100046,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-22,2024-06-22,129.84,2.88,31.0,1
CUST100047,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-10,2024-06-10,849.59,19.21,31.0,3
CUST100047,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-02,2024-06-24,248.44,5.56,7.0,6
CUST100047,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-08,2024-06-08,179.26,4.42,31.0,1
CUST100048,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-06,2024-06-06,1669.7,39.83,31.0,2
CUST100048,DROPBOX PLUS PLAN,Dropbox,Monthly,17,2023-01-09,2024-06-09,904.57,16.77,31.0,1
CUST100048,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-18,2024-06-18,1502.98,38.52,31.0,1
CUST100048,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,76,2023-01-17,2024-06-25,48.94,1.12,7.0,6
CUST100049,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-02,2024-06-02,497.99,12.47,31.0,3
CUST100049,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-24,2024-06-24,98.89,2.28,31.0,1
CUST100050,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-02,2024-06-02,130.49,3.09,31.0,1
CUST100050,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,17,2023-01-16,2024-06-16,1501.66,33.91,31.0,1
CUST100050,ZEE5 PREMIUM PLAN,Zee5,Monthly,16,2023-01-01,2024-06-01,98.81,2.44,31.0,0
CUST100051,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-18,2024-06-18,299.02,7.13,31.0,1
CUST100052,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-26,2024-06-26,1485.37,38.84,31.0,2
CUST100053,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-04,2024-06-04,300.17,6.21,31.0,2
CUST100053,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-02,2024-06-02,130.28,3.17,31.0,2
CUST100053,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-05,2024-06-05,119.55,2.9,31.0,0
CUST100054,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-05,2024-06-05,75.05,1.76,31.0,1
CUST100054,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-05,2024-06-27,249.65,5.79,7.0,3
CUST100054,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,17,2023-01-22,2024-06-22,499.91,12.41,31.0,2
CUST100055,COURSERA PLUS MONTHLY,Coursera,Monthly,17,2023-01-21,2024-06-21,4022.07,101.82,31.0,2
CUST100055,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,17,2023-01-04,2024-06-04,1485.62,35.8,31.0,1
CUST100055,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-18,2024-06-18,646.86,14.67,31.0,1
CUST100055,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-20,2024-06-20,99.21,2.79,31.0,1
CUST100056,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-02,2024-06-02,1666.3,37.09,31.0,0
CUST100056,APPLE ICLOUD STORAGE,Apple,Monthly,17,2023-01-21,2024-06-21,75.13,1.76,31.0,1
CUST100056,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-16,2024-06-16,4010.41,75.63,31.0,2
CUST100056,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-28,2024-06-28,118.52,2.36,31.0,0
CUST100057,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-07,2024-06-07,847.13,22.72,31.0,1
CUST100058,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-06,2024-06-06,1499.87,40.25,31.0,3
CUST100058,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-01,2024-06-01,2652.53,68.14,31.0,1
CUST100058,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-19,2024-06-19,1296.75,34.05,31.0,2
CUST100059,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-06,2024-06-06,2662.06,57.27,31.0,0
CUST100059,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-08,2024-06-08,189.78,3.95,31.0,3
CUST100059,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-06,2024-06-06,1294.74,28.71,31.0,1
CUST100060,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-19,2024-06-19,900.71,21.82,31.0,2
CUST100061,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-19,2024-06-19,895.15,21.68,31.0,0
CUST100061,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-13,2024-06-13,118.71,3.22,31.0,4
CUST100062,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-03,2024-06-03,299.2,5.18,31.0,2
CUST100062,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-07,2024-06-07,3991.8,93.81,31.0,0
CUST100062,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-15,2024-06-15,1002.47,20.43,31.0,0
CUST100062,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-08,2024-06-08,180.1,4.7,31.0,2
CUST100063,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-05,2024-06-05,845.76,19.48,31.0,0
CUST100063,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-24,2024-06-24,129.95,3.48,31.0,2
CUST100063,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-21,2024-06-21,2632.64,54.64,31.0,1
CUST100064,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-13,2024-06-13,1670.58,38.31,31.0,2
CUST100065,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-02,2024-06-02,99.23,2.16,31.0,1
CUST100065,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-11,2024-06-11,1295.15,27.32,31.0,1
CUST100066,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-13,2024-06-13,1000.26,23.89,31.0,1
CUST100066,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-19,2024-06-19,1498.45,38.4,31.0,1
CUST100066,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-18,2024-06-18,1296.4,30.94,31.0,1
CUST100067,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-03,2024-06-03,494.03,10.66,31.0,1
CUST100067,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,17,2023-01-22,2024-06-22,651.95,13.76,31.0,1
CUST100068,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,17,2023-01-24,2024-06-24,651.59,18.3,31.0,3
CUST100068,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-07,2024-06-07,188.19,4.33,31.0,2
CUST100068,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-11,2024-06-11,1296.14,29.45,31.0,1
CUST100069,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-06,2024-06-06,1298.1,29.27,31.0,0
CUST100070,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-24,2024-06-24,299.19,7.84,31.0,1
CUST100070,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-21,2024-06-29,248.35,5.58,7.0,4
CUST100070,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-27,2024-06-27,2656.91,65.85,31.0,1
CUST100071,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-16,2024-06-16,900.34,18.31,31.0,2
CUST100071,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-12,2024-06-12,129.39,2.99,31.0,2
CUST100071,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-25,2024-06-25,499.65,12.57,31.0,1
CUST100072,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-14,2024-06-14,899.91,20.34,31.0,4
CUST100072,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,17,2023-01-06,2024-06-06,1483.05,33.83,31.0,1
CUST100072,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-25,2024-06-25,179.01,4.37,31.0,1
CUST100072,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-26,2024-06-26,98.65,2.37,31.0,1
CUST100073,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-13,2024-06-13,118.91,2.17,31.0,1
CUST100073,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-02,2024-06-02,1308.1,33.08,31.0,2
CUST100074,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,77,2023-01-11,2024-06-26,248.49,5.37,7.0,6
CUST100074,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-21,2024-06-21,500.79,10.98,31.0,2
CUST100075,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-19,2024-06-19,179.09,3.85,31.0,1
CUST100075,ZEE5 PREMIUM PLAN,Zee5,Monthly,17,2023-01-17,2024-06-17,98.11,2.55,31.0,2
