CustomerID,Current_Balance,Failed_Debits,Total_Debits,Avg_Debit_Amount,Total_Monthly_Sub_Amount,Subscription_Count,Failed_Debit_Rate,Upcoming_Total_Debit,Balance_To_Debit_Ratio,Upcoming_Debit_Pct,Risk_Label,Risk_Score,Risk_Level,Risk_Reason
CUST100015,676236.07,6,109,1323.0861467889908,21344.249999999996,4,0.05504587155963303,1194.53,20.0,0.0017664393441775444,1,0.0,Low,"4 active subscriptions (above average); Monthly subscription spend Rs21,344"
CUST100016,697606.03,0,58,2885.6051724137933,90662.34999999999,2,0.0,5234.51,20.0,0.007503533190502955,1,0.0,Low,"Upcoming debit Rs5,235 is high; Monthly sub burden Rs90,662 (13.0% of balance)"
CUST100017,1170852.76,11,164,799.6492682926828,16236.84,3,0.06707317073170732,951.71,20.0,0.0008128349118808073,2,1.0,High,High failure rate (6.7% of debits failed); 3 active subscriptions (above average)
CUST100018,1877283.95,4,54,1579.5179629629629,4451.900000000001,2,0.07407407407407407,247.17000000000002,20.0,0.00013166361966712603,2,1.0,High,High failure rate (7.4% of debits failed)
CUST100019,2575833.61,5,91,1390.5553846153848,70609.13000000002,4,0.054945054945054944,3924.37,20.0,0.001523533967708419,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs3,924 is high; Monthly subscription spend Rs70,609"
CUST100020,1270720.59,5,71,1223.6108450704228,49475.31999999999,3,0.07042253521126761,2822.66,20.0,0.00222130657377638,2,1.0,High,"High failure rate (7.0% of debits failed); 3 active subscriptions (above average); Monthly subscription spend Rs49,475"
CUST100021,1836834.03,4,73,1054.4135616438357,34669.94,3,0.0547945205479452,1931.6299999999999,20.0,0.0010516083480879325,1,0.0,Low,3 active subscriptions (above average)
CUST100022,1962406.03,9,167,1159.0547904191615,42621.62,3,0.05389221556886228,2662.54,20.0,0.0013567732463602346,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs42,622"
CUST100023,1630454.26,13,126,593.244126984127,20597.72,2,0.10317460317460317,1443.3799999999999,20.0,0.0008852624912029117,2,1.0,High,High failure rate (10.3% of debits failed)
CUST100024,472138.28,0,53,1945.849245283019,31554.65,2,0.0,1855.73,20.0,0.003930479858570248,1,0.0,Low,"Monthly sub burden Rs31,555 (6.7% of balance)"
CUST100025,2199792.92,5,97,1545.9180412371136,64405.060000000005,4,0.05154639175257732,3692.66,20.0,0.0016786398239703399,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs3,693 is high; Monthly subscription spend Rs64,405"
CUST100026,1536058.22,6,130,301.00930769230774,6630.969999999999,2,0.046153846153846156,420.65999999999997,20.0,0.000273856807328566,1,0.0,Low,"2 subscription(s), Rs421 upcoming, Rs1,536,058 balance"
CUST100027,1910777.89,2,52,1865.3834615384617,46106.06,2,0.038461538461538464,2553.66,20.0,0.0013364504652081776,1,0.0,Low,"Monthly subscription spend Rs46,106"
CUST100028,2692824.9,5,92,840.7790217391303,16042.41,4,0.05434782608695652,897.9200000000001,20.0,0.0003334490853824176,1,0.0,Low,4 active subscriptions (above average)
CUST100029,2453917.02,5,86,2642.97988372093,99577.92000000001,3,0.05813953488372093,5512.54,20.0,0.0022464247792698387,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs5,513 is high; Monthly subscription spend Rs99,578"
CUST100030,2384560.8,0,48,3131.739791666667,26879.16,1,0.0,1508.27,20.0,0.0006325148010484782,0,0.0,Low,"1 subscription(s), Rs1,508 upcoming, Rs2,384,561 balance"
CUST100031,1656569.0,5,82,3189.378658536585,145240.58,3,0.06097560975609756,8159.5,20.0,0.00492554188808314,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs8,160 is high; Monthly sub burden Rs145,241 (8.8% of balance)"
CUST100032,2024547.72,4,97,2063.8906185567007,42503.630000000005,3,0.041237113402061855,2358.55,20.0,0.0011649762446695998,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs42,504"
CUST100033,789215.34,8,133,624.6455639097744,11378.54,2,0.06015037593984962,686.52,20.0,0.0008698766549570616,1,0.0,Low,"2 subscription(s), Rs687 upcoming, Rs789,215 balance"
CUST100034,518300.5,7,167,1255.6205389221557,20549.82,3,0.041916167664670656,1410.1,20.0,0.0027206224960230597,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs20,550"
CUST100035,1223575.7,6,111,2355.115495495495,111788.57,4,0.05405405405405406,6251.110000000001,20.0,0.00510888701042363,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs6,251 is high; Monthly sub burden Rs111,789 (9.1% of balance)"
CUST100036,971089.33,6,90,1666.718222222222,11822.63,3,0.06666666666666667,668.97,20.0,0.0006888861604524067,2,1.0,High,High failure rate (6.7% of debits failed); 3 active subscriptions (above average)
CUST100037,1543527.66,5,150,1895.3600666666666,83084.19,2,0.03333333333333333,4812.5,20.0,0.0031178579592153212,1,0.0,Low,"Upcoming debit Rs4,812 is high; Monthly sub burden Rs83,084 (5.4% of balance)"
CUST100038,654799.92,16,218,485.6461926605504,17066.129999999997,2,0.07339449541284404,1246.53,20.0,0.001903680745715424,2,1.0,High,"High failure rate (7.3% of debits failed); Monthly subscription spend Rs17,066"
CUST100039,2240915.3,9,146,929.2882191780822,79641.05,3,0.06164383561643835,4474.34,20.0,0.0019966573480041843,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs4,474 is high; Monthly subscription spend Rs79,641"
CUST100040,1387259.65,5,103,2684.5977669902913,77142.89000000001,4,0.04854368932038835,4285.78,20.0,0.003089385609968545,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs4,286 is high; Monthly sub burden Rs77,143 (5.6% of balance)"
CUST100041,636430.06,8,88,1160.146590909091,52999.72,4,0.09090909090909091,2955.48,20.0,0.0046438409901631604,2,1.0,High,"High failure rate (9.1% of debits failed); 4 active subscriptions (above average); Monthly sub burden Rs53,000 (8.3% of balance)"
CUST100042,960749.5,2,36,3690.7233333333334,71398.82,1,0.05555555555555555,3992.12,20.0,0.004155214236385239,1,0.0,Low,"Upcoming debit Rs3,992 is high; Monthly sub burden Rs71,399 (7.4% of balance)"
CUST100043,1028222.97,0,46,2168.241739130435,3206.9100000000003,1,0.0,177.84,20.0,0.00017295859476860356,0,0.0,Low,"1 subscription(s), Rs178 upcoming, Rs1,028,223 balance"
CUST100044,1635185.96,1,72,1278.795277777778,34029.95999999999,3,0.013888888888888888,1894.8200000000002,20.0,0.0011587795188750276,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs34,030"
CUST100045,1312172.58,11,126,470.1034126984127,25776.5,2,0.0873015873015873,1482.5,20.0,0.00112980565407029,2,1.0,High,High failure rate (8.7% of debits failed)
CUST100046,1546126.31,1,61,1102.0052459016395,7728.2699999999995,2,0.01639344262295082,431.71,20.0,0.0002792203956480114,1,0.0,Low,"2 subscription(s), Rs432 upcoming, Rs1,546,126 balance"
CUST100047,2012692.46,10,149,1066.277181208054,18519.34,2,0.06711409395973154,1274.25,20.0,0.0006331071563710235,2,1.0,High,High failure rate (6.7% of debits failed)
CUST100048,1018162.9,10,149,971.4769798657717,72485.97000000002,3,0.06711409395973154,4132.7300000000005,20.0,0.0040590066677935336,2,1.0,High,"High failure rate (6.7% of debits failed); 3 active subscriptions (above average); Upcoming debit Rs4,133 is high; Monthly sub burden Rs72,486 (7.1% of balance)"
CUST100049,2113183.55,4,53,1659.5056603773583,10743.83,2,0.07547169811320754,596.65,20.0,0.00028234650984293344,2,1.0,High,High failure rate (7.5% of debits failed)
CUST100050,1671226.75,2,78,1712.5496153846154,29457.98,3,0.02564102564102564,1729.9499999999998,20.0,0.001035137811191689,1,0.0,Low,3 active subscriptions (above average)
CUST100051,1494954.72,1,51,1481.2039215686273,5382.44,1,0.0196078431372549,293.64,20.0,0.0001964206648345844,1,0.0,Low,"1 subscription(s), Rs294 upcoming, Rs1,494,955 balance"
CUST100052,1444802.06,2,54,2116.473703703704,26736.68,1,0.037037037037037035,1504.12,20.0,0.0010410561014842406,1,0.0,Low,"1 subscription(s), Rs1,504 upcoming, Rs1,444,802 balance"
CUST100053,2390811.78,4,94,2125.304787234042,9899.839999999998,3,0.0425531914893617,547.71,20.0,0.00022908955216876172,1,0.0,Low,3 active subscriptions (above average)
CUST100054,2027841.02,6,128,725.6953125,9849.36,2,0.046875,825.51,20.0,0.0004070881256756508,1,0.0,Low,"2 subscription(s), Rs826 upcoming, Rs2,027,841 balance"
CUST100055,1334818.02,5,110,2236.854545454545,107059.98000000001,4,0.045454545454545456,6249.58,20.0,0.004681971554444553,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs6,250 is high; Monthly sub burden Rs107,060 (8.0% of balance)"
CUST100056,1590414.01,3,97,2091.397731958763,105591.37000000001,4,0.030927835051546393,5855.6,20.0,0.0036818086128403765,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs5,856 is high; Monthly sub burden Rs105,591 (6.6% of balance)"
CUST100057,731278.05,1,56,1371.649285714286,14401.26,1,0.017857142857142856,843.32,20.0,0.0011532138835563298,0,0.0,Low,"1 subscription(s), Rs843 upcoming, Rs731,278 balance"
CUST100058,2187123.94,6,92,1847.6718478260873,98084.72,3,0.06521739130434782,5445.860000000001,20.0,0.0024899640575467346,2,1.0,High,"High failure rate (6.5% of debits failed); 3 active subscriptions (above average); Upcoming debit Rs5,446 is high; Monthly subscription spend Rs98,085"
CUST100059,830030.13,4,77,1936.3410389610394,74638.55999999998,3,0.05194805194805195,4151.59,20.0,0.005001734093676816,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs4,152 is high; Monthly sub burden Rs74,639 (9.0% of balance)"
CUST100060,1196025.35,2,51,2842.199215686274,16212.86,1,0.0392156862745098,900.79,20.0,0.0007531529327534737,1,0.0,Low,"1 subscription(s), Rs901 upcoming, Rs1,196,025 balance"
CUST100061,2178113.14,4,53,1267.9230188679244,18249.559999999998,2,0.07547169811320754,1011.28,20.0,0.0004642917676902679,2,1.0,High,High failure rate (7.5% of debits failed)
CUST100062,2430317.56,4,106,1866.5678301886796,98344.15999999999,4,0.03773584905660377,5478.0599999999995,20.0,0.0022540511125632486,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs5,478 is high; Monthly subscription spend Rs98,344"
CUST100063,2275208.89,3,97,2996.6569072164943,64950.33,3,0.030927835051546393,3613.78,20.0,0.0015883288852655635,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,614 is high; Monthly subscription spend Rs64,950"
CUST100064,570578.04,2,50,2356.0141999999996,30070.499999999996,1,0.04,1668.86,20.0,0.0029248584470583545,1,0.0,Low,"Monthly sub burden Rs30,070 (5.3% of balance)"
CUST100065,1562010.67,2,73,2178.212328767124,25098.859999999997,2,0.0273972602739726,1392.37,20.0,0.000891395959542325,1,0.0,Low,"2 subscription(s), Rs1,392 upcoming, Rs1,562,011 balance"
CUST100066,1494818.67,3,70,2149.7481428571427,68311.89,3,0.04285714285714286,3824.87,20.0,0.0025587518250625007,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,825 is high; Monthly subscription spend Rs68,312"
CUST100067,1172227.06,2,53,2700.345849056604,19975.759999999995,2,0.03773584905660377,1149.65,20.0,0.000980740028301343,1,0.0,Low,"2 subscription(s), Rs1,150 upcoming, Rs1,172,227 balance"
CUST100068,2098641.83,6,94,1744.5496808510636,37794.84999999999,3,0.06382978723404255,2134.29,20.0,0.0010169863048998693,2,1.0,High,High failure rate (6.4% of debits failed); 3 active subscriptions (above average)
CUST100069,1577009.72,0,30,1701.3119999999997,23365.71,1,0.0,1297.13,20.0,0.0008225250507650645,0,0.0,Low,"1 subscription(s), Rs1,297 upcoming, Rs1,577,010 balance"
CUST100070,527826.54,6,144,1410.7338194444444,53209.70999999999,2,0.041666666666666664,3214.65,20.0,0.006090353092135154,1,0.0,Low,"Upcoming debit Rs3,215 is high; Monthly sub burden Rs53,210 (10.1% of balance)"
CUST100071,1407369.49,5,71,1169.5212676056337,27529.01,3,0.07042253521126761,1533.26,20.0,0.0010894509301889157,2,1.0,High,High failure rate (7.0% of debits failed); 3 active subscriptions (above average)
CUST100072,1728385.02,7,104,1034.9490384615383,46408.14000000001,4,0.0673076923076923,2653.72,20.0,0.0015353754917408389,2,1.0,High,"High failure rate (6.7% of debits failed); 4 active subscriptions (above average); Monthly subscription spend Rs46,408"
CUST100073,2494763.07,3,61,2259.821639344262,25686.279999999995,2,0.04918032786885246,1423.4299999999998,20.0,0.0005705672082118804,1,0.0,Low,"2 subscription(s), Rs1,423 upcoming, Rs2,494,763 balance"
CUST100074,2373044.66,8,112,786.766875,9014.16,1,0.07142857142857142,748.87,20.0,0.00031557349620213215,2,1.0,High,High failure rate (7.1% of debits failed)
CUST100075,1752719.66,4,76,1090.9536842105265,4712.37,2,0.05263157894736842,275.8,20.0,0.00015735545523577914,1,0.0,Low,"2 subscription(s), Rs276 upcoming, Rs1,752,720 balance"
CUST100076,1435047.7,1,46,2746.355434782609,2150.29,1,0.021739130434782608,119.14,20.0,8.302163057018941e-05,1,0.0,Low,"1 subscription(s), Rs119 upcoming, Rs1,435,048 balance"
CUST100077,2325592.83,7,144,782.4975694444444,18743.820000000003,2,0.04861111111111111,1095.88,20.0,0.0004712260830284724,1,0.0,Low,"2 subscription(s), Rs1,096 upcoming, Rs2,325,593 balance"
CUST100078,1513951.72,0,39,1841.7453846153844,1333.74,1,0.0,74.2,20.0,4.9010809935207186e-05,0,0.0,Low,"1 subscription(s), Rs74 upcoming, Rs1,513,952 balance"
CUST100079,797118.69,8,77,1178.2438961038963,19771.38,3,0.1038961038961039,1163.43,20.0,0.0014595442493011927,2,1.0,High,"High failure rate (10.4% of debits failed); 3 active subscriptions (above average); Monthly subscription spend Rs19,771"
CUST100080,1923679.23,8,110,2927.4899090909094,115990.44,4,0.07272727272727272,6673.21,20.0,0.0034689827160009415,2,1.0,High,"High failure rate (7.3% of debits failed); 4 active subscriptions (above average); Upcoming debit Rs6,673 is high; Monthly sub burden Rs115,990 (6.0% of balance)"
CUST100081,1036541.12,0,57,1669.0019298245613,49559.01,2,0.0,2747.9500000000003,20.0,0.0026510766885929236,1,0.0,Low,"Monthly subscription spend Rs49,559"
CUST100082,2676663.16,5,100,2493.5200999999997,145733.18999999997,4,0.05,8340.64,20.0,0.003116058876829313,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs8,341 is high; Monthly sub burden Rs145,733 (5.4% of balance)"
CUST100083,1524405.44,2,41,2835.9631707317076,30215.589999999997,1,0.04878048780487805,1690.44,20.0,0.0011089175855997996,1,0.0,Low,"1 subscription(s), Rs1,690 upcoming, Rs1,524,405 balance"
CUST100084,817610.48,2,52,2565.4171153846155,11629.289999999999,1,0.038461538461538464,646.1,20.0,0.0007902295968613319,1,0.0,Low,"1 subscription(s), Rs646 upcoming, Rs817,610 balance"
CUST100085,947031.88,9,144,499.90722222222223,17437.92,2,0.0625,1019.09,20.0,0.0010760883783553306,2,1.0,High,High failure rate (6.2% of debits failed)
CUST100086,1545053.73,7,147,890.8930612244898,48378.45,3,0.047619047619047616,2993.05,20.0,0.0019371818221493179,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs48,378"
CUST100087,1656389.32,8,101,1688.8484158415843,35548.479999999996,3,0.07920792079207921,1979.1000000000001,20.0,0.0011948277956778906,2,1.0,High,"High failure rate (7.9% of debits failed); 3 active subscriptions (above average); Monthly subscription spend Rs35,548"
CUST100088,1827536.0,3,106,1732.0046226415093,94915.82,4,0.02830188679245283,5282.66,20.0,0.0028905914849283406,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs5,283 is high; Monthly sub burden Rs94,916 (5.2% of balance)"
CUST100089,1492866.22,12,131,591.6861832061069,5180.31,2,0.0916030534351145,535.79,20.0,0.00035890021009384217,2,1.0,High,High failure rate (9.2% of debits failed)
CUST100090,1634769.07,2,76,1943.1071052631578,86354.75,3,0.02631578947368421,4817.07,20.0,0.002946636371093074,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs4,817 is high; Monthly sub burden Rs86,355 (5.3% of balance)"
CUST100091,2295864.37,8,160,1028.778125,50682.6,3,0.05,3058.65,20.0,0.0013322433328237068,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs50,683"
CUST100092,946942.35,3,117,2171.778803418804,0.0,0,0.02564102564102564,250.06,20.0,0.0002640709859475606,1,0.0,Low,"0 subscription(s), Rs250 upcoming, Rs946,942 balance"
CUST100093,1571582.23,9,97,1037.33,0.0,0,0.09278350515463918,48.82,20.0,3.1064235181636026e-05,2,1.0,High,High failure rate (9.3% of debits failed)
CUST100094,653192.35,1,71,1485.5102816901406,35364.13,3,0.014084507042253521,1985.37,20.0,0.0030394875261475426,1,0.0,Low,"3 active subscriptions (above average); Monthly sub burden Rs35,364 (5.4% of balance)"
CUST100095,1098663.68,5,161,1107.544409937888,35678.67,3,0.031055900621118012,2213.84,20.0,0.002015029749595436,1,0.0,Low,"3 active subscriptions (above average); Monthly subscription spend Rs35,679"
CUST100096,2379599.35,3,72,1801.6419444444446,31077.469999999998,3,0.041666666666666664,1844.6000000000001,20.0,0.0007751725096075522,1,0.0,Low,3 active subscriptions (above average)
CUST100097,2449684.92,1,54,3473.2914814814812,17854.18,1,0.018518518518518517,977.6,20.0,0.0003990717304166611,0,0.0,Low,"1 subscription(s), Rs978 upcoming, Rs2,449,685 balance"
CUST100098,1756457.21,9,132,1208.1428030303032,2022.56,1,0.06818181818181818,368.18,20.0,0.00020961512634856618,2,1.0,High,High failure rate (6.8% of debits failed)
CUST100099,1959407.61,7,83,1066.995421686747,28846.459999999995,3,0.08433734939759036,1650.94,20.0,0.0008425709850131694,2,1.0,High,High failure rate (8.4% of debits failed); 3 active subscriptions (above average)
CUST100100,2177837.41,4,64,2302.33703125,30035.7,2,0.0625,1766.47,20.0,0.0008111119736895326,2,1.0,High,High failure rate (6.2% of debits failed)
CUST100101,916045.61,6,108,1259.792685185185,49170.89,4,0.05555555555555555,2726.02,20.0,0.002975856191265411,1,0.0,Low,"4 active subscriptions (above average); Monthly sub burden Rs49,171 (5.4% of balance)"
CUST100102,1287675.31,10,150,994.628,34132.450000000004,2,0.06666666666666667,2140.2799999999997,20.0,0.0016621270776714665,2,1.0,High,"High failure rate (6.7% of debits failed); Monthly subscription spend Rs34,132"
CUST100103,1386199.18,4,71,1381.8659154929578,66211.29,3,0.056338028169014086,3666.27,20.0,0.002644836364713475,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,666 is high; Monthly subscription spend Rs66,211"
CUST100104,774943.77,2,75,1857.0609333333334,26896.95,2,0.02666666666666667,1551.97,20.0,0.002002687240133565,1,0.0,Low,"Monthly subscription spend Rs26,897"
CUST100105,2586630.26,2,32,3001.3721875,47621.16,1,0.0625,2645.28,20.0,0.0010226741876900492,2,1.0,High,High failure rate (6.2% of debits failed)
CUST100106,2722485.02,3,51,585.8019607843138,7508.35,2,0.058823529411764705,416.95,20.0,0.00015315052128367634,1,0.0,Low,"2 subscription(s), Rs417 upcoming, Rs2,722,485 balance"
CUST100107,690212.97,5,89,1440.4960674157305,68965.72,4,0.056179775280898875,3837.28,20.0,0.005559559392226431,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs3,837 is high; Monthly sub burden Rs68,966 (10.0% of balance)"
CUST100108,1000463.39,8,159,1148.7808805031445,55396.060000000005,3,0.050314465408805034,3213.82,20.0,0.003212331437735068,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,214 is high; Monthly sub burden Rs55,396 (5.5% of balance)"
CUST100109,670018.31,1,69,2075.0711594202903,23332.070000000003,2,0.014492753623188406,1294.15,20.0,0.0019315143790622677,1,0.0,Low,"Monthly subscription spend Rs23,332"
CUST100110,2703594.45,13,170,569.8615294117646,8938.099999999999,3,0.07647058823529412,551.56,20.0,0.00020400988765160392,2,1.0,High,High failure rate (7.6% of debits failed); 3 active subscriptions (above average)
CUST100111,2723081.34,5,100,1115.7527000000002,0.0,0,0.05,248.25,20.0,9.116510636439528e-05,1,0.0,Low,"0 subscription(s), Rs248 upcoming, Rs2,723,081 balance"
CUST100112,1882752.27,5,129,747.9335658914728,26440.86,2,0.03875968992248062,1721.4099999999999,20.0,0.0009143050986734436,1,0.0,Low,"2 subscription(s), Rs1,721 upcoming, Rs1,882,752 balance"
CUST100113,1292724.98,7,165,898.1048484848486,20097.309999999998,3,0.04242424242424243,1211.6200000000001,20.0,0.0009372604527221251,1,0.0,Low,3 active subscriptions (above average)
CUST100114,1457358.82,6,90,800.7905555555557,0.0,0,0.06666666666666667,48.96,20.0,3.359502088854137e-05,2,1.0,High,High failure rate (6.7% of debits failed)
CUST100115,2766972.49,11,157,1056.3864331210193,4988.41,2,0.07006369426751592,523.6,20.0,0.00018923209460604357,2,1.0,High,High failure rate (7.0% of debits failed)
CUST100116,725869.62,1,90,2019.3625555555552,56622.71,3,0.011111111111111112,3147.99,20.0,0.004336853221657079,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,148 is high; Monthly sub burden Rs56,623 (7.8% of balance)"
CUST100117,1316923.81,1,57,1673.6705263157894,3217.81,1,0.017543859649122806,176.67,20.0,0.00013415354681756416,0,0.0,Low,"1 subscription(s), Rs177 upcoming, Rs1,316,924 balance"
CUST100118,1387041.25,3,92,621.7533695652173,0.0,0,0.03260869565217391,49.32,20.0,3.555770241151804e-05,1,0.0,Low,"0 subscription(s), Rs49 upcoming, Rs1,387,041 balance"
CUST100119,645191.36,6,110,2108.5852727272722,56576.24,4,0.05454545454545454,3152.98,20.0,0.004886891231773469,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs3,153 is high; Monthly sub burden Rs56,576 (8.8% of balance)"
CUST100120,553486.5,3,67,2065.8019402985074,74875.17,2,0.04477611940298507,4182.1900000000005,20.0,0.007556083120365177,1,0.0,Low,"Upcoming debit Rs4,182 is high; Monthly sub burden Rs74,875 (13.5% of balance)"
CUST100121,648495.95,4,92,860.0796739130436,28704.65,4,0.043478260869565216,1603.9699999999998,20.0,0.00247336934024029,1,0.0,Low,"4 active subscriptions (above average); Monthly subscription spend Rs28,705"
CUST100122,1681484.49,3,97,1946.0452577319586,67471.32,3,0.030927835051546393,3852.51,20.0,0.00229113620905299,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,853 is high; Monthly subscription spend Rs67,471"
CUST100123,2656940.44,5,78,1247.481282051282,33627.48,3,0.0641025641025641,1856.63,20.0,0.0006987849528158788,2,1.0,High,High failure rate (6.4% of debits failed); 3 active subscriptions (above average)
CUST100124,809632.33,7,115,617.9622608695653,15337.62,1,0.06086956521739131,1151.3,20.0,0.0014220034913872573,1,0.0,Low,"1 subscription(s), Rs1,151 upcoming, Rs809,632 balance"
CUST100125,2190232.31,5,104,2280.961153846154,105255.72,4,0.04807692307692308,5847.6,20.0,0.0026698537745523444,2,1.0,High,"4 active subscriptions (above average); Upcoming debit Rs5,848 is high; Monthly subscription spend Rs105,256"
CUST100126,1549208.72,8,164,835.4414024390245,55045.86,3,0.04878048780487805,3110.45,20.0,0.0020077669069665446,2,1.0,High,"3 active subscriptions (above average); Upcoming debit Rs3,110 is high; Monthly subscription spend Rs55,046"
CUST100127,1500007.78,1,62,3044.1390322580646,5408.570000000001,1,0.016129032258064516,303.39,20.0,0.00020225895095024105,0,0.0,Low,"1 subscription(s), Rs303 upcoming, Rs1,500,008 balance"
CUST100128,2189066.08,10,77,1576.2985714285717,58889.56000000001,3,0.12987012987012986,3272.2799999999997,20.0,0.0014948292470001634,2,1.0,High,"High failure rate (13.0% of debits failed); 3 active subscriptions (above average); Upcoming debit Rs3,272 is high; Monthly subscription spend Rs58,890"
CUST100129,992898.16,2,54,2245.2027777777776,56969.020000000004,2,0.037037037037037035,3160.0699999999997,20.0,0.003182672833233974,1,0.0,Low,"Upcoming debit Rs3,160 is high; Monthly sub burden Rs56,969 (5.7% of balance)"
CUST100130,2179468.27,8,107,1661.6201869158876,24983.239999999998,4,0.07476635514018691,1398.04,20.0,0.0006414592124344163,2,1.0,High,High failure rate (7.5% of debits failed); 4 active subscriptions (above average)
